Lastname,Name,Team,Position,Games Played,Goals,Missed,Field Goals,Penalty Goals,Shooting Accuracy,Assists,Technical Faults,Steals,Blocks,Yellow Cards,2 Min Exclusion,Red Cards,Blue Cards,Season,Tier
Zhukov,Stanislav,GUM,LB,29,79,113,79,0,0.41,43,28,3,27,14,20,3,0,18/19,A
Landin,Magnus,THW,LW,34,79,27,63,16,0.7453,3,5,11,1,6,6,0,0,18/19,A
Musa,Zeljko,SCM,P,34,78,17,78,0,0.8210999999999999,7,22,14,31,17,13,1,0,18/19,A
Rubin,Lenny,WET,LB,29,78,58,78,0,0.5735,26,15,6,6,8,6,0,0,18/19,A
Sellin,Johannes,HCE,RW,23,77,27,69,8,0.7404000000000001,25,9,10,1,2,4,0,0,18/19,A
Bissel,Christopher,HCE,LW,34,76,32,76,0,0.7037,7,20,10,0,4,16,1,0,18/19,A
Pettersson,Daniel,SCM,RW,34,76,21,70,6,0.7835,2,3,1,0,3,1,0,0,18/19,A
Lindskog,Anton,WET,P,34,76,31,76,0,0.7103,17,21,6,38,19,21,0,0,18/19,A
Dippe,Kai,LUD,P,34,75,31,52,23,0.7075,6,19,2,5,19,21,4,0,18/19,A
Schweikardt,Michael,TVB,CB,33,74,68,58,16,0.5211,53,32,8,1,5,11,1,0,18/19,A
Bezjak,Marko,SCM,CB,32,73,61,73,0,0.5448,110,35,14,2,6,10,0,0,18/19,A
Babak,Tomas,BHC,CB,34,73,63,70,3,0.5367999999999999,66,28,7,1,2,5,0,0,18/19,A
Zachrisson,Mattias,BER,RW,25,72,42,72,0,0.6315999999999999,16,11,10,1,4,8,0,0,18/19,A
Darj,Max,BHC,P,30,72,34,72,0,0.6792,22,17,7,14,16,14,2,0,18/19,A
Cederholm,Andreas,GWD,RB,31,71,65,71,0,0.5221,27,21,7,1,3,6,0,0,18/19,A
Cehte,Nejc,HAN,RB,34,71,56,71,0,0.5590999999999999,44,24,4,2,10,22,0,0,18/19,A
Schimmelbauer,Tobias,TVB,LW,29,70,23,70,0,0.7526999999999999,8,9,18,4,12,22,1,0,18/19,A
Bjornsen,Kristian,WET,RW,28,70,32,70,0,0.6862999999999999,10,6,1,1,2,1,0,0,18/19,A
Marsenic,Mijajlo,BER,P,28,70,23,70,0,0.7526999999999999,8,14,2,14,15,20,4,0,18/19,A
Maric,Marino,MTM,P,23,68,25,68,0,0.7312000000000001,9,16,5,2,8,9,0,0,18/19,A
Milosevic,Alen,LEI,P,28,68,22,68,0,0.76,12,14,9,6,11,17,1,0,18/19,A
Tollbring,Jerry,RNL,LW,30,68,29,45,23,0.7,6,5,1,0,1,2,0,0,18/19,A
Dietrich,Gunnar,LUD,LB,34,67,83,67,0,0.44670000000000004,83,45,4,32,14,17,0,0,18/19,A
Birkefeldt,Simon Ellersgaard,MTM,RB,34,67,69,67,0,0.4926,15,20,0,2,5,15,0,0,18/19,A
Kneule,Tim,FAG,CB,34,66,58,66,0,0.5323,50,25,11,5,9,18,0,0,18/19,A
Stuber,Frederic,LUD,P,34,66,16,66,0,0.8049,9,17,4,20,13,25,0,0,18/19,A
Schroter,Tobias,GUM,RW,34,65,42,65,0,0.6075,15,7,6,1,10,18,0,0,18/19,A
Baumgartner,Florian,GUM,RB,33,65,72,65,0,0.47450000000000003,23,23,2,6,4,7,0,0,18/19,A
Ugalde,Cristian,HAN,LW,32,64,31,62,2,0.6737000000000001,13,5,15,1,3,5,0,0,18/19,A
Theuerkauf,Christoph,TBV,P,31,63,29,55,8,0.6848000000000001,0,12,2,3,0,2,0,0,18/19,A
Scholz,Jonathan,LUD,LW,34,63,30,59,4,0.6774,7,0,10,1,2,12,0,0,18/19,A
Bartok,Donat,TBV,RB,21,63,65,63,0,0.49219999999999997,15,20,1,2,9,3,1,0,18/19,A
Kuhn,Julius,MTM,LB,10,62,46,62,0,0.57,34,13,0,0,6,5,1,0,18/19,A
Durak,Pascal,LUD,RW,23,60,28,24,36,0.6818000000000001,2,6,2,0,3,4,0,0,18/19,A
Falk,Alexander,LUD,RW,34,60,35,60,0,0.6315999999999999,4,9,8,0,5,3,0,0,18/19,A
Gutbrod,Fabian,BHC,LB,21,59,74,59,0,0.4436,9,11,0,2,0,0,0,0,18/19,A
Reinkind,Harald,THW,RB,34,58,47,58,0,0.5524,27,10,2,3,6,3,0,0,18/19,A
Pfattheicher,Sascha,TVB,RW,34,58,37,55,3,0.6104999999999999,4,12,8,0,1,2,0,0,18/19,A
Nippes,Kristian,BHC,RB,30,57,60,55,2,0.48719999999999997,39,13,4,6,11,11,0,0,18/19,A
Korte,Mats,GWD,LW,34,57,20,57,0,0.7403,6,6,5,0,5,4,0,0,18/19,A
Fath,Steffen,RNL,LB,28,56,65,56,0,0.4628,23,9,1,1,1,1,0,0,18/19,A
Lemke,Finn,MTM,LB,33,56,43,56,0,0.5657,30,11,7,46,7,17,0,0,18/19,A
Pieczkowski,Niclas,LEI,CB,31,56,78,56,0,0.4179,52,36,6,11,5,8,0,0,18/19,A
Baumgarten,Simon,TVB,P,34,56,13,56,0,0.8116,4,13,1,1,2,2,0,0,18/19,A
Frend Ofors,Emil,WET,LW,33,56,41,55,1,0.5772999999999999,7,7,9,0,1,0,0,0,18/19,A
Christiansen,Mads,SCM,RB,34,56,57,56,0,0.49560000000000004,26,16,2,2,3,6,0,0,18/19,A
Hafner,Max,TVB,CB,29,56,39,53,3,0.5895,16,12,1,0,1,5,0,0,18/19,A
Binder,Lukas,LEI,LW,30,55,26,55,0,0.679,11,2,5,1,2,5,0,0,18/19,A
Salger,Stefan,LUD,RB,28,55,61,55,0,0.47409999999999997,15,16,1,4,12,13,1,0,18/19,A
Groetzki,Patrick,RNL,RW,31,54,24,54,0,0.6923,36,14,6,0,1,0,0,0,18/19,A
Haller,Robin,SGB,LB,34,54,89,54,0,0.3776,43,14,4,9,7,4,0,0,18/19,A
Sidorowicz,Roman,MTM,LB,18,54,51,54,0,0.5143,26,17,3,2,1,2,0,0,18/19,A
Mirkulovski,Filip,WET,CB,33,53,43,53,0,0.5521,37,48,2,3,1,7,0,0,18/19,A
Golla,Johannes,SGF,P,34,51,8,51,0,0.8644,6,14,7,14,5,13,0,0,18/19,A
Janke,Maximilian,LEI,CB,29,50,29,50,0,0.6329,33,20,6,22,13,18,0,0,18/19,A
Feld,Alexander,LUD,CB,15,50,52,50,0,0.4902,9,18,1,1,4,5,1,0,18/19,A
Von Deschwanden,Lukas,TVB,LB,28,50,53,49,1,0.4854,19,13,2,0,3,9,0,0,18/19,A
Allendorf,Michael,MTM,LW,29,49,20,46,3,0.7101000000000001,7,1,5,2,2,3,0,0,18/19,A
von Gruchalla,Florian,HCE,RW,34,49,17,28,21,0.7424,1,2,2,0,0,3,0,0,18/19,A
Carlsbogard,Jonathan,TBV,LB,28,49,77,49,0,0.39,51,17,9,14,8,8,0,0,18/19,A
Asmuth,Jan,SGB,LW,34,49,26,49,0,0.6533,7,6,3,3,10,20,1,0,18/19,A
Buhrer,Pascal,LUD,CB,25,49,41,41,8,0.5444,31,20,2,1,3,3,0,0,18/19,A
Emanuel,Max,SGB,RB,29,48,57,48,0,0.4571,42,33,3,2,13,12,1,0,18/19,A
Schroder,Andreas,HCE,LB,24,47,45,47,0,0.5109,12,6,1,11,4,4,0,0,18/19,A
Schaffer,Jan,HCE,P,34,47,20,47,0,0.7015,7,15,9,3,8,12,1,0,18/19,A
Spath,Manuel,TVB,P,34,46,18,46,0,0.7188,8,13,9,19,15,20,0,0,18/19,A
Hermann,Alexander,WET,LB,22,46,39,46,0,0.5412,19,10,3,2,1,4,0,0,18/19,A
Pusica,Miljan,GWD,LB,34,46,38,46,0,0.5476,23,15,7,25,12,10,0,0,18/19,A
Ebner,Dominik,TBV,RB,34,45,48,45,0,0.4839,31,23,0,1,7,6,1,0,18/19,A
Doll,Jan,SGB,RW,32,45,32,45,0,0.5844,3,7,5,0,2,3,0,0,18/19,A
Steinhauser,Marius,SGF,RW,33,44,11,44,0,0.8,3,2,5,0,1,0,0,0,18/19,A
Zachariassen,Anders,SGF,P,34,44,9,44,0,0.8301999999999999,4,9,3,11,12,8,0,0,18/19,A
Lipovina,Vladan,RNL,RB,34,44,40,44,0,0.5238,9,9,0,0,0,0,0,0,18/19,A
Van Olphen,Fabian,TBV,LB,32,43,43,43,0,0.5,22,20,10,39,15,7,0,0,18/19,A
Pevnov,Evgeni,HAN,P,30,43,9,43,0,0.8269,17,18,5,26,12,14,1,0,18/19,A
Dahmke,Rune,THW,LW,34,43,20,43,0,0.6825,6,2,6,2,2,5,0,0,18/19,A
Mappes,Dominik,HCE,CB,27,43,35,43,0,0.5513,21,9,0,0,0,0,0,0,18/19,A
Jeppsson,Simon,SGF,LB,34,43,37,43,0,0.5375,39,10,2,1,0,1,0,0,18/19,A
Koch,Johan,BER,P,26,42,7,42,0,0.86,3,9,1,0,0,11,1,0,18/19,A
Criciotoiu,Bogdan Andre,BHC,RB,30,42,45,42,0,0.4828,5,8,0,1,3,7,0,0,18/19,A
Claus,Dominik,SGB,RB,32,42,52,42,0,0.4468,31,38,7,1,5,13,0,0,18/19,A
Pavlovic,Domagoj,MTM,CB,22,42,34,42,0,0.5526,22,15,1,1,0,0,0,0,18/19,A
Kopp,Eirik,GUM,LB,33,41,49,32,9,0.4556,7,16,1,3,1,5,1,0,18/19,A
Lehnhoff,Lars,HAN,CB,20,39,18,25,14,0.6842,5,3,4,0,0,0,0,0,18/19,A
Markotic,Robert,TVB,RB,21,38,39,38,0,0.4935,18,14,1,0,2,6,0,0,18/19,A
Danner,Felix,MTM,P,33,37,19,37,0,0.6607,15,10,11,37,18,20,0,0,18/19,A
Muller,Michael,MTM,RB,24,37,52,37,0,0.4157,51,33,1,7,5,8,1,0,18/19,A
Valiullin,Azat,LUD,LB,16,37,46,37,0,0.4458,6,11,3,3,1,6,0,0,18/19,A
Fischer,Jonathan,SGB,P,33,37,12,37,0,0.7551000000000001,3,6,3,3,2,7,0,0,18/19,A
Baijens,Dani,SGF,CB,30,37,36,36,1,0.51,15,18,7,0,3,5,0,0,18/19,A
Rojewski,Andreas,LEI,RB,23,36,40,36,0,0.47369999999999995,14,11,3,3,3,9,0,0,18/19,A
Chrapkowski,Piotr,SCM,LB,31,36,19,36,0,0.6545000000000001,36,11,12,34,19,15,0,0,18/19,A
Overby,Petter,HCE,P,32,36,18,36,0,0.6667000000000001,6,10,9,20,21,27,2,0,18/19,A
Jurdzs,Aivis,LEI,LB,33,35,28,35,0,0.5556,14,17,2,15,7,9,0,0,18/19,A
Schongarth,Jens,FAG,RB,33,34,55,34,0,0.38,23,13,5,2,9,11,0,0,18/19,A
Bagersted,Jacob,FAG,P,34,34,20,34,0,0.6296,9,10,6,25,17,20,1,0,18/19,A
Baena Gonzalez,Rafael,BHC,P,34,34,8,34,0,0.81,2,19,0,0,0,0,0,0,18/19,A
Taleski,Filip,RNL,LB,34,34,29,34,0,0.5397,9,6,3,1,2,0,0,0,18/19,A
Sogard,Goran,SGF,LB,22,34,29,34,0,0.5397,14,14,1,2,1,1,0,0,18/19,A
Hald Jensen,Simon,SGF,P,34,33,9,33,0,0.7857,4,3,1,21,11,9,0,0,18/19,A
Padshyvalau,Aliaksandr,GWD,CB,31,33,35,33,0,0.4853,7,10,0,0,1,3,0,0,18/19,A
Weber,Patrick,SGB,LB,19,32,44,32,0,0.4211,12,12,5,2,0,2,0,0,18/19,A
Spiler,David,LUD,CB,15,32,27,31,1,0.5424,13,14,3,0,1,5,0,0,18/19,A
Staar,Max,GWD,RW,29,32,16,32,0,0.6667000000000001,4,7,5,1,3,5,0,0,18/19,A
Zarabec,Miha,THW,CB,34,32,31,32,0,0.5079,45,26,0,0,0,2,1,0,18/19,A
Hofmann,Jannik,LUD,LW,32,31,20,21,10,0.6078,1,4,2,0,1,7,0,0,18/19,A
Torbrugge,Nils,WET,P,34,30,14,30,0,0.6818000000000001,4,6,4,6,9,15,1,0,18/19,A
Schmidt,Valentin,SGB,CB,20,30,33,21,9,0.47619999999999996,24,10,1,0,0,2,0,0,18/19,A
Petrovsky,Leos,BHC,P,29,30,12,30,0,0.7143,6,11,5,8,3,5,1,0,18/19,A
Peric,Josip,FAG,CB,34,30,12,30,0,0.7143,19,17,0,1,0,3,0,0,18/19,A
Guardiola,Gedeon,RNL,P,34,29,11,29,0,0.725,7,5,18,32,8,9,0,0,18/19,A
Guardiola,Isaias,TBV,RB,24,29,33,29,0,0.4677,31,20,15,7,5,5,1,1,18/19,A
Kogut,Andrej,TBV,CB,22,28,28,28,0,0.5,15,14,1,3,4,1,0,0,18/19,A
Rahmel,Ole,THW,RW,33,28,15,28,0,0.6512,1,5,1,1,2,0,0,0,18/19,A
Fontaine,Daniel,BHC,LB,13,28,31,28,0,0.4746,24,9,0,3,3,2,0,0,18/19,A
Gebala,Maciej,LEI,P,33,28,2,28,0,0.9333,8,9,2,10,4,3,0,0,18/19,A
Savvas,Savvas,GWD,LB,24,28,34,28,0,0.45159999999999995,5,7,3,3,2,4,0,0,18/19,A
Haass,Michael,HCE,CB,27,27,29,27,0,0.48210000000000003,29,18,11,7,3,11,0,0,18/19,A
Thummler,Jonas,HCE,P,34,27,11,27,0,0.7105,2,11,1,0,1,5,0,0,18/19,A
Schneider,Timm,MTM,CB,23,25,29,25,0,0.46299999999999997,11,13,1,3,1,4,0,0,18/19,A
Santos,Raul,LEI,LW,19,25,22,20,5,0.53,3,6,7,0,2,1,0,0,18/19,A
Esche,Marc,LEI,LW,18,25,14,25,0,0.6409999999999999,3,1,6,0,5,4,0,0,18/19,A
Radivojevic,Bogdan,RNL,RW,34,24,22,24,0,0.5217,4,5,2,0,0,1,0,0,18/19,A
Szucs,Csaba,BHC,CB,27,23,33,23,0,0.4107,34,15,9,14,12,27,3,0,18/19,A
Klimek,Christian,TBV,P,30,23,10,23,0,0.7,4,14,5,16,8,6,0,0,18/19,A
Mansson,Anton,GWD,P,29,22,7,22,0,0.76,3,8,4,1,5,3,0,0,18/19,A
Haider,Maximilian,LUD,P,30,22,9,22,0,0.7097,4,3,2,2,6,11,0,0,18/19,A
Kellner,Benedikt,HCE,CB,31,22,12,22,0,0.6470999999999999,1,5,0,0,0,0,0,0,18/19,A
Kotrc,Milan,BHC,LW,30,22,13,22,0,0.6286,6,8,7,0,4,4,0,0,18/19,A
Ferraz,Joao,WET,RB,27,21,34,21,0,0.3818,21,20,3,0,3,6,0,0,18/19,A
Plaza Jimenez,Ignacio,SCM,P,31,21,11,21,0,0.6563,0,10,0,0,0,1,0,0,18/19,A
Ignatow,Dimitri,MTM,RW,34,21,16,21,0,0.5676,4,3,1,0,2,2,0,0,18/19,A
Marcec,Martin,SGB,LW,29,21,14,21,0,0.6,2,3,1,0,3,1,0,0,18/19,A
Johannsen,Torge,HAN,RW,16,20,13,18,2,0.6061,1,1,2,0,0,1,1,0,18/19,A
Majdzinski,Maciej,BHC,RB,12,20,18,20,0,0.5263,12,10,2,1,5,4,1,0,18/19,A
Vujin,Marko,THW,RB,16,19,10,8,11,0.6552,4,3,0,0,0,0,0,0,18/19,A
Nielsen,Jesper,RNL,P,18,19,0,19,0,1.0,2,3,1,4,8,5,0,0,18/19,A
Krzikalla,Lucas,LEI,RW,25,19,3,19,0,0.86,4,2,2,0,1,0,0,0,18/19,A
Weissgerber,Lars,WET,RW,24,19,7,17,2,0.7308,1,0,1,0,1,1,0,0,18/19,A
Reissky,Christoph,BER,RB,28,19,18,19,0,0.51,9,10,1,0,1,5,0,0,18/19,A
Hubscher,Robin,TBV,LW,34,19,15,17,2,0.5588000000000001,3,5,5,0,0,1,0,0,18/19,A
Atman,Pavel,HAN,CB,13,19,19,19,0,0.5,18,10,1,0,1,4,0,0,18/19,A
Herzig,Fynn,GUM,LB,23,19,10,19,0,0.6552,3,5,0,3,2,2,0,0,18/19,A
Becker,Alexander,GUM,P,34,18,10,18,0,0.6429,9,8,4,24,12,18,1,0,18/19,A
Vukovic,Drago,GUM,CB,12,18,19,18,0,0.4865,10,9,2,16,4,5,0,0,18/19,A
Mavers,Veit,HAN,CB,25,18,14,7,11,0.5625,4,5,0,0,0,1,0,0,18/19,A
Schmidt,Erik,BER,P,33,17,6,17,0,0.7391,4,11,4,15,9,14,1,0,18/19,A
Muller,Philipp,MTM,LB,34,16,17,16,0,0.48479999999999995,13,13,5,16,12,23,2,0,18/19,A
Theilinger,Nicolai,HCE,RB,17,15,9,15,0,0.625,15,13,1,1,1,5,0,0,18/19,A
Hideg,Daniel,LUD,LB,26,15,20,15,0,0.4286,6,7,0,1,0,3,0,0,18/19,A
Patrail,Mait,HAN,LB,5,14,6,14,0,0.7,17,2,2,2,0,3,0,0,18/19,A
Bettin,Maximilian-Leon,BHC,LB,26,13,23,13,0,0.3611,4,6,4,1,2,2,0,0,18/19,A
Fraatz,Yannick,BHC,RW,29,13,3,13,0,0.81,2,3,2,0,0,1,0,0,18/19,A
Trost,Max,SGB,LB,14,13,14,13,0,0.48,4,0,2,2,2,5,0,0,18/19,A
Ronningen,Vetle,SGB,LB,28,13,18,13,0,0.42,9,11,8,9,16,23,2,0,18/19,A
Murawski,Martin,HCE,LW,32,11,3,11,0,0.7857,3,1,0,0,0,0,0,0,18/19,A
Ritterbach,Joscha,FAG,LW,31,11,8,11,0,0.5789,1,0,1,0,2,6,0,0,18/19,A
Struck,Kevin,BER,LB,21,11,4,11,0,0.7333,3,0,1,1,1,2,1,0,18/19,A
Gojun,Jakov,BER,LB,33,11,1,11,0,0.9167000000000001,6,3,1,22,23,25,0,0,18/19,A
Feise,Hannes,HAN,LW,25,11,9,11,0,0.55,1,5,1,2,8,2,0,0,18/19,A
Rothlisberger,Samuel,TVB,P,34,11,3,11,0,0.79,8,1,6,17,13,15,0,0,18/19,A
Buchner,Vincent,HAN,LW,14,11,7,10,1,0.6111,1,0,2,0,2,1,0,0,18/19,A
Sorensen,Tim,FAG,RW,15,11,6,11,0,0.65,3,2,0,0,1,0,0,0,18/19,A
Lux,Maximilian,WET,RW,17,10,10,10,0,0.5,1,0,1,1,0,1,0,0,18/19,A
Vlahovic,Nikola,SGB,LB,26,10,12,10,0,0.4545,8,4,0,2,2,8,0,0,18/19,A
Matthes,Tim,BER,LW,16,10,3,10,0,0.7692,0,1,2,0,0,0,0,0,18/19,A
Villgrattner,Luis,GUM,CB,14,10,12,10,0,0.4545,3,5,1,0,0,1,0,0,18/19,A
Jallouz,Wael,BER,LB,14,8,22,8,0,0.27,3,7,0,0,0,1,0,0,18/19,A
Damgaard Espersen,Allan,FAG,CB,30,8,8,8,0,0.5,9,4,2,2,2,4,0,0,18/19,A
Remmlinger,Jan,LUD,LB,12,8,10,8,0,0.44439999999999996,10,5,1,0,0,1,0,0,18/19,A
Engelhardt,Alexander,TBV,P,19,8,2,8,0,0.8,0,1,1,0,0,1,0,0,18/19,A
Gliese,Lennart,BER,RB,7,8,10,8,0,0.44439999999999996,2,4,3,0,2,0,0,0,18/19,A
Mandalinic,Stipe,BER,LB,7,7,9,5,2,0.4375,7,1,0,0,0,0,0,0,18/19,A
Oehler,Michael,SGB,LB,31,6,0,6,0,1.0,2,1,1,4,2,11,0,0,18/19,A
Mertens,Lukas,SCM,LW,15,6,1,5,1,0.86,0,0,0,0,0,0,0,0,18/19,A
Weck,Alexander,BHC,LB,11,6,7,6,0,0.46,3,0,3,1,2,2,0,0,18/19,A
Putera,Milos,LEI,GK,34,5,1,5,0,0.83,7,2,0,0,0,0,0,0,18/19,A
Firnhaber,Sebastian,THW,P,29,5,1,5,0,0.83,1,3,0,2,0,0,0,0,18/19,A
Molina,Carlos,SCM,P,28,5,1,5,0,0.83,1,1,2,3,3,4,0,0,18/19,A
Hangstein,Fynn,TBV,CB,15,5,9,5,0,0.36,2,2,0,0,0,0,0,0,18/19,A
Ohler,Max,TVB,LW,7,5,0,4,1,1.0,0,0,0,0,0,1,0,0,18/19,A
Hanne,Martin,HAN,LB,3,5,2,5,0,0.7143,0,0,0,0,0,1,0,0,18/19,A
Kneer,Stefan,WET,LB,26,4,5,4,0,0.44439999999999996,12,7,3,3,9,15,2,0,18/19,A
Landin,Niklas,THW,GK,34,4,2,4,0,0.6667000000000001,9,1,3,0,1,0,0,0,18/19,A
Remke,Gregor,LEI,RB,14,4,3,4,0,0.5714,2,4,0,0,0,0,0,0,18/19,A
Kister,Lukas,GWD,CB,29,4,8,4,0,0.33,4,1,4,1,5,1,0,0,18/19,A
Rudiger,Tim,WET,RW,1,4,1,4,0,0.8,0,0,0,0,0,0,0,0,18/19,A
Krone,Jannes,HAN,RW,20,4,3,4,0,0.57,0,1,1,0,1,0,0,0,18/19,A
Christensen,Espen,GWD,GK,30,4,4,4,0,0.5,8,1,0,0,1,1,0,0,18/19,A
De la Pena,Juan,SCM,CB,19,4,2,3,1,0.6667000000000001,3,0,1,0,0,0,0,0,18/19,A
Katsigiannis,Nikolas,HCE,GK,34,3,4,3,0,0.43,6,5,0,1,0,0,0,0,18/19,A
Wolff,Andreas,THW,GK,34,3,1,3,0,0.75,6,1,0,0,0,0,0,0,18/19,A
Stutzke,Lukas,BHC,LB,5,3,3,3,0,0.5,0,0,0,3,0,0,0,0,18/19,A
Klimpke,Till,WET,GK,34,3,1,3,0,0.75,10,2,1,0,1,1,0,0,18/19,A
Schreiber,Hendrik,WET,LB,31,3,8,3,0,0.27,4,4,0,0,0,0,0,0,18/19,A
Thiele,Joshua,HAN,P,33,3,3,3,0,0.5,0,2,3,2,3,4,0,0,18/19,A
Kristjansson,Gisli Thorgeir,THW,CB,10,3,0,3,0,1.0,1,1,0,0,0,0,0,0,18/19,A
Dayan,Yonatan,GUM,CB,27,3,3,3,0,0.5,2,5,0,0,1,0,0,0,18/19,A
Rose,Julius,TBV,CB,9,3,1,3,0,0.75,0,0,0,0,1,0,0,0,18/19,A
Busch,Pierre,GUM,RW,29,3,3,3,0,0.5,0,0,0,0,0,2,0,0,18/19,A
Schalles,Maxim,TBV,RW,19,3,0,2,1,1.0,0,0,0,0,0,0,0,0,18/19,A
Puhle,Matthias,GUM,GK,33,2,0,2,0,1.0,4,2,0,0,0,0,0,0,18/19,A
Villadsen,Rene,LEI,GK,31,2,1,2,0,0.67,0,0,0,0,0,0,0,0,18/19,A
Hanemann,Stefan,LUD,GK,34,2,0,2,0,1.0,5,2,0,0,0,0,0,0,18/19,A
Roscheck,Bastian,LEI,P,34,2,4,2,0,0.33,2,2,7,15,19,29,1,0,18/19,A
Baumgartel,Steve,LEI,RB,6,2,4,2,0,0.33,3,0,0,1,1,0,0,0,18/19,A
Simic,Nebojsa,MTM,GK,34,2,1,2,0,0.67,14,5,0,0,0,0,0,0,18/19,A
Ebner,Domenico,SGB,GK,34,2,1,2,0,0.67,8,0,0,0,1,0,0,0,18/19,A
Kluge,Justus Max,SCM,LW,24,2,1,2,0,0.67,1,2,0,0,0,0,0,0,18/19,A
Nowatzki,Maximilian,GWD,RB,18,2,1,2,0,0.6667000000000001,0,0,0,0,0,0,0,0,18/19,A
Schwarz,Maximilian,SGB,RB,6,2,1,2,0,0.67,2,2,0,0,0,2,0,0,18/19,A
Abutovic,Ilija,RNL,LB,32,2,0,2,0,1.0,3,2,9,26,19,23,1,0,18/19,A
Lesjak,Urban,HAN,GK,34,2,2,2,0,0.5,9,1,1,0,0,1,0,0,18/19,A
Waldgenbach,Torben,WET,LB,8,2,5,2,0,0.2857,2,0,0,0,0,0,0,0,18/19,A
Stuber,Jonas,GUM,P,13,2,3,2,0,0.4,0,0,0,0,0,0,0,0,18/19,A
Goller,Axel,FAG,RW,11,2,1,2,0,0.6667000000000001,0,1,0,0,0,0,0,0,18/19,A
Bialowas,Yannik,GUM,LW,10,2,3,2,0,0.4,0,0,1,0,0,0,0,0,18/19,A
Heinevetter,Silvio,BER,GK,34,1,1,1,0,0.5,13,2,1,0,1,2,0,0,18/19,A
Ziemer,Martin,HAN,GK,33,1,1,1,0,0.5,6,3,2,0,0,0,0,0,18/19,A
Quenstedt,Dario,SCM,GK,33,1,0,1,0,1.0,3,0,0,0,0,0,0,0,18/19,A
Karlsson,Tobias,SGF,P,33,1,0,1,0,1.0,5,0,11,40,22,19,0,0,18/19,A
Lichtlein,Carsten,GUM,GK,34,1,0,1,0,1.0,2,1,0,0,2,1,0,0,18/19,A
Palicka,Andreas,RNL,GK,30,1,3,1,0,0.25,19,1,0,0,0,0,0,0,18/19,A
Maier,Jonas,TVB,GK,33,1,0,1,0,1.0,2,0,1,1,0,0,0,0,18/19,A
Appelgren,Mikael,RNL,GK,33,1,0,1,0,1.0,8,1,0,0,0,0,0,0,18/19,A
Rudeck,Christopher,BHC,GK,34,1,1,1,0,0.5,9,0,0,0,0,1,0,0,18/19,A
Green,Jannick,SCM,GK,34,1,4,1,0,0.2,13,1,0,0,0,0,0,0,18/19,A
Hellmann,Jonas,LEI,RW,11,1,0,1,0,1.0,0,1,0,0,0,0,0,0,18/19,A
Wyszomirski,Piotr,TBV,GK,29,1,0,1,0,1.0,1,0,0,0,0,0,0,0,18/19,A
Johannesson,Peter,TBV,GK,34,1,1,1,0,0.5,9,1,0,0,0,0,0,0,18/19,A
Backs,Fin,MTM,LW,5,1,1,1,0,0.5,0,0,0,0,0,0,0,0,18/19,A
Burmeister,Florian,TVB,LB,11,1,4,1,0,0.2,0,0,0,0,0,0,0,0,18/19,A
Ivanisevic,Tibor,WET,GK,19,1,2,1,0,0.3333,3,0,1,0,0,0,0,0,18/19,A
Roller,Lars,RNL,P,4,1,1,1,0,0.5,0,0,0,0,0,0,0,0,18/19,A
Kessler,Maximilian,RNL,LW,4,1,1,1,0,0.5,0,0,0,0,0,0,0,0,18/19,A
Xhafolli,Albin,GUM,RW,5,1,1,1,0,0.5,0,0,0,0,0,0,0,0,18/19,A
Bransche,Hannes,SCM,RB,7,1,0,1,0,1.0,0,0,0,0,0,0,0,0,18/19,A
Danowski,Niklas,SCM,P,1,1,0,0,1,1.0,0,0,0,0,0,0,0,0,18/19,A
Matzken,Torben,BER,CB,6,1,0,1,0,1.0,3,0,0,0,0,0,0,0,18/19,A
Nolting,Malte,GWD,GK,2,1,0,1,0,1.0,0,1,0,0,0,0,0,0,18/19,A
Gertges,Jonas,GWD,LW,1,1,1,1,0,0.5,0,0,0,0,0,0,0,0,18/19,A
Szeles,Akos,LEI,RB,1,1,0,1,0,1.0,0,0,0,1,0,0,0,0,18/19,A
Hoffmanns,Jakob,HCE,LB,4,1,2,1,0,0.3333,0,2,0,0,0,0,0,0,18/19,A
Poser,Jonas,HCE,RW,9,1,1,1,0,0.5,0,0,0,0,0,0,0,0,18/19,A
Stochl,Petr,BER,GK,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,18/19,A
Vortmann,Jens,LEI,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,18/19,A
Marinovic,Nikola,WET,GK,13,0,0,0,0,0.0,2,0,0,0,0,0,0,0,18/19,A
Bitter,Johannes,TVB,GK,34,0,0,0,0,0.0,12,3,0,0,1,1,0,0,18/19,A
Dissinger,Christian,THW,LB,5,0,0,0,0,0.0,0,0,0,0,0,1,0,0,18/19,A
Semisch,Malte,BER,GK,26,0,0,0,0,0.0,2,0,1,0,0,0,0,0,18/19,A
Rutschmann,Bastian,BHC,GK,30,0,0,0,0,0.0,4,0,0,0,0,0,0,0,18/19,A
Rebmann,Daniel,FAG,GK,34,0,0,0,0,0.0,8,1,1,0,0,0,0,0,18/19,A
Prost,Primoz,FAG,GK,34,0,0,0,0,0.0,8,0,1,0,0,0,0,0,18/19,A
Heib,Alexander,TVB,CB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,18/19,A
Sjostrand,Johan,MTM,GK,34,0,0,0,0,0.0,5,2,0,0,0,0,0,0,18/19,A
